Material No,Price,BQ No,Quantity
210SRY971S,"20,520.00",2002,2000
210SSP911S,"10,652.00",2033,2017
210STR941S,"28,510.00",2004,2004
210SVE900S,"15,135.00",2022,2022
210SVN970S,"16,027.00",2001,2001
211459750S,"28,992.00","5,720","5,280"
211GB5750S,"20,878.00",2020,2000
211SPH900S,"17,721.00",2440,2140
211STC900S,"20,324.00","6,480","6,420"
211SWP900S,"18,633.00",2015,2005
212STP900S,"23,011.00",2180,2120
212SWP900S,"20,065.00",2005,2000
217SSP910S,"11,102.00",2010,2010
219MN4000S,"11,750.00",2020,2020
229SRP600S,"28,366.00",2020,2000
229SRP601S,"18,160.00",2090,2060
305SFN850S,"26,394.00",2010,2010
410SRY973S,"13,041.00",2001,2001
410STR941S,"29,218.00",2001,2000
422SRY972S,"22,912.00",2003,2003
422STR941S,"16,270.00",2002,2002
450GFM901S,"12,695.00",2004,2004
450SPH701S,"12,136.00",2013,2006
460MFJD01S,"24,863.00",2004,2004
700STR941S,"14,452.00",2019,2019
700SWT900S,"25,139.00",2078,2019
713SRY970S,"26,445.00",2005,2005
718STR940S,"21,027.00",2020,2020
719SPH700S,"26,775.00",2020,2020
910GB2010S,"19,008.00",2420,2350
950166010S,"14,394.00",2321,2321
950SCC900S,"22,779.00","3,880","3,660"
950SRP980S,"20,133.00",2245,2133
950SRP981S,"23,367.00",2017,2000
950SRY900S,"25,905.00",2047,2041
950STN700S,"15,669.00",2017,2015
950STR901S,"14,349.00",2608,2584
950SVE900S,"16,499.00",2019,2019
950SVH900S,"13,778.00",2079,2042
950SVN900S,"10,103.00",2043,2043
950SZJ900S,"23,273.00",2004,2002
951SEV900S,"23,517.00",2002,2002
952SCC900S,"24,746.00",2450,2380
952SVE000S,"19,867.00",2070,2050
952SVH900S,"19,188.00",2010,2010
952SVN900S,"19,090.00",2017,2009
952SZJ900S,"27,737.00",2004,2004
955STCA20S,"29,178.00",2035,2035
955STR900S,"29,548.00",2135,2020
110SCC870S,"14,616.00",2013,2013
110STC901S,"14,874.00",2007,2006
110SWP900S,"25,282.00",2001,2000
111198900S,"11,645.00",2007,2005
199STR900S,"17,272.00",2001,2001
205GBG850S,"24,974.00",2100,2100
210SCC870S,"27,104.00",2003,2003
210SCC940S,"27,299.00",2019,2012
210SFN850S,"29,158.00",2020,2000
210SST940S,"29,074.00",2003,2000
210STC900S,"25,917.00",2031,2002
210STC920S,"15,680.00",2003,2000
210STP900S,"11,077.00","3,627","3,418"
210SVH870S,"29,737.00",2002,2000
210SWA840S,"26,405.00",2012,2001
11198740HS,"11,753.00","3,070",2920
211198770S,"17,598.00",2400,2360
11SCC900HS,"28,162.00","28,000","24,320"
211SRY900S,"28,749.00",2422,2409
211SRY970S,"20,926.00",2034,2015
211STN700S,"21,199.00","9,658","8,371"
211SVN900S,"12,874.00","3,700","3,419"
211SWP900S,"23,484.00",2063,2046
211SZJ901S,"26,425.00",2180,2052
212SCC900S,"15,378.00",2106,2096
212STC900S,"27,978.00",2029,2018
13SCC900HS,"22,538.00","28,050","27,200"
213SCJ690S,"25,898.00",2816,2697
213SRY900S,"25,587.00",2005,2005
213STC900S,"15,128.00","22,320","20,200"
213STP900S,"12,149.00",2010,2010
213STR940S,"27,081.00",2014,2014
213SWA940S,"21,113.00",2239,2176
214SRY900S,"20,056.00",2005,2005
214STR940S,"18,125.00",2002,2000
215SRP980S,"19,931.00",2003,2000
217SST940S,"12,143.00",2020,2020
217STR900S,"14,399.00",2010,2010
219SVE900S,"23,182.00",2001,2000
220STC900S,"25,171.00",2002,2002
220SVH760S,"22,408.00",2001,2001
220SWA940S,"12,835.00",2004,2002
222SCC940S,"25,891.00",2002,2002
222SVE900S,"11,373.00",2002,2002
222SZJ902S,"10,424.00",2002,2002
225STC900S,"16,386.00",2008,2005
225STC920S,"14,107.00",2020,2005
225STN700S,"25,757.00",2009,2007
225STP900S,"27,094.00",2002,2002
225SVN900S,"25,000.00",2005,2005
232SRY900S,"22,612.00",2001,2001
232STN700S,"23,349.00",2002,2002
232STN900S,"12,124.00",2009,2000
234SCC940S,"12,080.00",2010,2010
234SS4770S,"20,828.00",2005,2005
234STC900S,"14,661.00",2007,2007
234STR900S,"11,820.00",2015,2005
234SVE860S,"23,437.00",2001,2001
234SVE900S,"18,764.00",2002,2000
235SRY900S,"13,858.00",2005,2005
235STC900S,"26,535.00",2044,2000
235STP900S,"22,314.00",2005,2004
245STP900S,"18,879.00",2018,2018
245SVE900S,"24,780.00",2002,2000
251SCC900S,"26,579.00",2044,2042
251SCC940S,"12,356.00",2415,2239
251STC900S,"14,949.00",2061,2025
251SWA940S,"28,428.00",2001,2000
253GBG850S,"19,122.00",2022,2022
253SCC900S,"15,341.00",2084,2056
253SFN850S,"16,730.00",2015,2015
253SST940S,"25,354.00",2004,2004
253STC900S,"19,030.00",2011,2005
253STP900S,"18,403.00",2072,2012
253STR940S,"15,541.00",2001,2000
363SREB00S,"15,131.00",2005,2005
371STN700S,"29,670.00",2005,2000
373SZJ900S,"29,165.00",2002,2002
410SZJ901S,"26,863.00",2002,2002
0AADH70ZAS,"10,608.00",2002,2002
0AADH70ZBS,"22,301.00",2002,2002
0AADH70ZCS,"19,519.00",2001,2001
0AADH70ZDS,"22,948.00",2002,2002
0AADH70ZES,"18,606.00",2001,2001
0AADH70ZFS,"24,547.00",2001,2001
0AADH70ZGS,"17,723.00",2001,2001
0AADH70ZHS,"29,942.00",2001,2001
0AAEH00ZAS,"16,698.00",2002,2002
0AAEH00ZBS,"25,157.00",2002,2002
0AAEH00ZCS,"18,541.00",2001,2001
0AAEH00ZDS,"15,986.00",2001,2001
0AAEH00ZES,"15,203.00",2001,2000
0AAEH00ZFS,"29,411.00",2001,2001
0AAEH00ZGS,"15,820.00",2001,2001
0SCC730ZAS,"23,629.00",2018,2000
0SCC730ZBS,"25,150.00",2002,2000
0SCC730ZFS,"10,480.00",2002,2002
0SCC730ZGS,"11,843.00",2003,2003
0SCC730ZHS,"14,608.00",2004,2004
0SCC730ZSS,"24,594.00",2004,2004
0SCC730ZHS,"26,862.00",2001,2001
0SCC830ZAS,"27,097.00",2006,2006
0SCC830ZBS,"25,049.00",2007,2007
0SCC830ZES,"18,184.00",2002,2002
0SCC830ZHS,"16,323.00",2001,2001
0SCC830ZSS,"12,937.00",2001,2001
0SCC870ZAS,"20,417.00",2006,2005
0SCC870ZHS,"19,189.00",2002,2002
0SCC940ZAS,"28,773.00",2001,2001
0SRC760ZAS,"16,379.00",2001,2001
0SRC760ZBS,"20,588.00",2002,2002
0SRC760ZCS,"23,110.00",2001,2001
0SRC760ZES,"23,006.00",2003,2003
0SRC760ZFS,"15,614.00",2001,2001
0SRC900ZDS,"16,386.00",2002,2002
0SRY970ZAS,"11,790.00",2001,2001
0SRY970ZBS,"24,247.00",2003,2001
0SRY970ZCS,"16,098.00",2008,2006
0SRY970ZDS,"19,707.00",2002,2002
0SRY970ZES,"28,861.00",2001,2001
0SST860ZAS,"11,332.00",2004,2004
0SST860ZBS,"14,652.00",2002,2002
0SST860ZDS,"20,618.00",2002,2000
0SST900ZAS,"26,680.00",2004,2004
0SST900ZBS,"16,253.00",2002,2002
0SST920ZBS,"14,123.00",2001,2001
0SST930ZFS,"21,948.00",2001,2001
0SST940ZBS,"26,968.00",2001,2001
0SST950ZAS,"23,872.00",2002,2002
0SST950ZBS,"29,253.00",2004,2004
0SST950ZCS,"11,776.00",2002,2001
0SST950ZDS,"12,411.00",2009,2009
0SST950ZES,"19,093.00",2001,2001
0SSTA10ZDS,"24,377.00",2010,2006
0SSTA20ZAS,"12,682.00",2007,2007
0SSTA20ZBS,"23,848.00",2007,2007
0SSTA20ZCS,"24,586.00",2005,2003
0SSTA20ZDS,"26,867.00",2013,2004
0STC900ZES,"19,863.00",2001,2001
0STC900ZFS,"25,637.00",2001,2001
0STC900ZGS,"11,385.00",2002,2000
0STC900ZHS,"21,782.00",2002,2000
0STC940ZAS,"11,881.00",2002,2002
0STC940ZBS,"18,084.00",2001,2001
0STC940ZCS,"28,437.00",2002,2002
0STC940ZDS,"13,054.00",2005,2005
0STC940ZFS,"24,359.00",2006,2005
0STCA00ZAS,"17,328.00",2012,2002
0STCA00ZBS,"27,020.00",2011,2005
0STCA00ZCS,"27,493.00",2001,2001
0STCA00ZDS,"16,200.00",2044,2013
0STCA00ZES,"22,771.00",2005,2004
0STCA00ZFS,"12,582.00",2001,2001
0STN760ZAS,"19,839.00",2029,2026
0STN760ZBS,"28,498.00",2010,2010
0STN760ZCS,"26,371.00",2014,2012
0STN760ZDS,"29,793.00",2002,2002
0STN760ZES,"13,402.00",2027,2027
0STN950ZAS,"22,995.00",2005,2005
0STN950ZBS,"23,563.00",2003,2003
0STN950ZFS,"13,563.00",2002,2002
500STP900S,"25,812.00",2002,2002
0STR780ZAS,"27,684.00",2007,2003
0STR780ZBS,"10,271.00",2001,2001
0STR780ZCS,"25,416.00",2001,2001
0STR860ZAS,"29,475.00",2017,2000
0STR860ZBS,"19,763.00",2001,2001
0STR860ZCS,"28,080.00",2001,2001
0STR860ZDS,"26,061.00",2003,2003
0STRA00ZAS,"22,662.00",2019,2017
0STRA00ZBS,"10,507.00",2001,2000
0STRA00ZCS,"21,540.00",2004,2001
0STRA00ZDS,"16,208.00",2012,2000
0STRA00ZES,"26,602.00",2002,2002
0STRA00ZFS,"28,196.00",2002,2000
0STRA20ZAS,"27,073.00",2153,2139
0STRA20ZDS,"19,885.00",2071,2069
0SVE860ZAS,"17,234.00",2049,2048
0SVE860ZBS,"28,921.00",2021,2012
0SVE860ZDS,"24,751.00",2003,2003
0SVE900ZDS,"11,092.00",2001,2001
0SVE900ZES,"17,673.00",2001,2001
0SVE930ZAS,"21,410.00",2026,2025
0SVE930ZCS,"12,574.00",2010,2002
0SWA831ZAS,"28,359.00",2029,2029
0SWA831ZBS,"27,316.00",2022,2018
0SWA831ZCS,"12,329.00",2020,2018
0SWA831ZDS,"23,105.00",2024,2018
0SWA831ZES,"20,377.00",2001,2001
0SWA831ZFS,"14,893.00",2003,2001
0SWA831ZGS,"20,865.00",2002,2001
0SWA910ZAS,"21,444.00",2004,2002
0SWA910ZBS,"25,966.00",2001,2001
0SWA910ZCS,"14,325.00",2004,2004
0SWA940ZAS,"18,953.00",2003,2002
0SWA940ZBS,"27,862.00",2002,2000
0SWA940ZCS,"25,118.00",2005,2005
0SWH900ZBS,"12,419.00",2008,2005
0SWH900ZDS,"29,449.00",2009,2006
0SWH900ZFS,"18,930.00",2001,2001
0SWH970ZAS,"11,502.00",2004,2003
0SWH970ZBS,"12,061.00",2001,2001
0SWH970ZCS,"22,596.00",2002,2001
0SWH970ZDS,"14,100.00",2020,2010
0SWH970ZFS,"26,059.00",2002,2002
0SWH970ZGS,"24,468.00",2002,2002
0SWH970ZHS,"16,975.00",2003,2003
500SWHY00S,"28,848.00",2001,2001
500SZN900S,"29,793.00",2001,2001
0P11771ZBS,"24,632.00",2002,2002
0P11771ZCS,"13,506.00",2001,2001
0P26900ZCS,"25,766.00",2001,2001
503SCT690S,"13,150.00",2200,2200
5AAFH60ZAS,"26,027.00",2001,2001
5AAFH60ZBS,"10,841.00",2001,2001
5AAFH60ZCS,"18,399.00",2001,2001
5AAFH60ZES,"22,387.00",2001,2001
5AAFH60ZFS,"14,883.00",2001,2001
5AAFH60ZGS,"15,119.00",2003,2003
5STCA00ZBS,"28,629.00",2015,2000
5STCA20ZAS,"23,732.00",2050,2032
5STCA20ZBS,"29,986.00",2035,2033
5STCA20ZCS,"11,900.00",2058,2048
5STCA20ZDS,"17,168.00",2024,2001
5STCA20ZES,"15,218.00",2099,2091
5STCA20ZFS,"22,786.00",2003,2003
5STCA20ZGS,"10,765.00",2016,2016
5STN950ZBS,"10,622.00",2001,2000
5SVH760ZAS,"27,457.00",2003,2003
5SVH760ZCS,"21,281.00",2012,2009
5SVH760ZES,"28,323.00",2002,2002
5SVH760ZGS,"19,680.00",2021,2012
5SVH850ZES,"18,331.00",2001,2001
5SVH850ZGS,"15,921.00",2001,2001
5SVH900ZCS,"19,707.00",2001,2001
5SVH950ZFS,"24,832.00",2001,2001
506SCC730S,"19,435.00","6,595","6,495"
506STN700S,"15,159.00",2005,2005
506STR700S,"26,113.00",2004,2004
506STR900S,"20,427.00",2010,2010
7SCC905ZMS,"28,146.00",2001,2001
7SVE930ZAS,"12,373.00",2003,2000
8SCC905ZMS,"16,579.00",2001,2001
8SVE930ZAS,"25,209.00",2001,2000
509SZJ900S,"18,188.00",2005,2000
1SCC830ZCS,"11,413.00",2001,2001
1SCC900ZVS,"29,153.00",2004,2003
1SCC900ZWS,"17,908.00",2011,2011
1SCC900ZZS,"23,494.00",2009,2009
1SCC905ZAS,"29,158.00",2302,2215
1SCC905ZBS,"15,240.00",2154,2154
1SCC905ZDS,"24,086.00",2001,2001
1SWH970ZAS,"26,082.00",2005,2000
1SWH970ZDS,"26,396.00",2002,2002
1SWH970ZFS,"29,828.00",2002,2002
512SCC900S,"25,081.00",2390,2350
0SFN770ZAS,"19,347.00",2002,2001
0SFN770ZGS,"15,113.00",2003,2001
0SFN870ZAS,"19,811.00",2004,2003
0SFN870ZBS,"10,273.00",2001,2001
0SFN870ZCS,"28,323.00",2001,2001
0SFN870ZES,"23,176.00",2001,2001
0SRY860ZAS,"29,033.00",2007,2007
0SRY860ZBS,"17,585.00",2005,2005
0SRY860ZCS,"14,875.00",2010,2010
0SRY860ZES,"28,942.00",2002,2002
0SRY930ZBS,"19,627.00",2001,2001
0SRY960ZAS,"12,142.00",2004,2004
0SRY960ZBS,"22,020.00",2005,2003
0SRY960ZCS,"12,334.00",2001,2001
0SRY960ZDS,"23,569.00",2001,2001
0STR840ZDS,"13,026.00",2002,2001
0STRA40ZAS,"19,303.00",2004,2004
0STRA40ZDS,"18,814.00",2010,2009
0STRA70ZBS,"28,323.00",2003,2002
0STRA70ZCS,"12,699.00",2002,2002
0SVN870ZBS,"10,426.00",2001,2001
0SVN870ZDS,"20,137.00",2002,2002
0SVN870ZES,"29,193.00",2008,2004
0SVN870ZFS,"24,493.00",2005,2004
0SVN870ZGS,"21,011.00",2003,2003
0SVN970ZAS,"23,457.00",2003,2003
0SVN970ZBS,"29,034.00",2001,2001
0SVN970ZCS,"21,431.00",2001,2001
0SVN970ZES,"18,062.00",2006,2002
0SVN970ZFS,"12,867.00",2001,2001
0SVN970ZGS,"14,688.00",2002,2002
0SZJ900ZAS,"18,345.00",2001,2000
0SZJ900ZBS,"19,600.00",2001,2001
0SZJ900ZCS,"18,037.00",2002,2000
0SZJ900ZDS,"17,484.00",2001,2000
0SZJ900ZES,"12,017.00",2001,2000
1SRY930ZAS,"14,239.00",2002,2002
525SVE900S,"26,021.00",2010,2010
529SVN900S,"22,793.00",2040,2000
570SRY970S,"16,066.00",2004,2000
611198900S,"26,007.00",2020,2020
611SCC900S,"18,596.00",2070,2060
611SFN850S,"16,439.00",2030,2030
613SCC900S,"10,138.00",2020,2020
613STRA00S,"21,280.00",2020,2000
620384900S,"18,437.00",2111,2111
620GE2931S,"20,022.00",2005,2000
20SCC870AS,"11,138.00",2064,2059
620SCC900S,"17,546.00",2059,2047
620SRP980S,"26,193.00",2002,2002
620SST961S,"18,552.00",2002,2002
620STCA01S,"17,748.00",2002,2002
620SWA930S,"12,444.00",2001,2000
632176770S,"21,837.00",2010,2010
646MN8700S,"22,731.00",2020,2020
681SRC900S,"12,925.00",2009,2005
681SRY900S,"21,904.00",2002,2002
681SST940S,"11,623.00",2059,2020
681STC900S,"29,278.00",2629,2320
681STN700S,"24,023.00",2057,2037
681SVE900S,"19,684.00",2052,2032
681SVH760S,"24,455.00",2005,2005
681SVN900S,"20,514.00",2060,2055
681SWA940S,"23,055.00",2034,2010
681SZJ900S,"24,911.00",2002,2002
682SZJ900S,"28,246.00",2002,2002
683SPH900S,"18,806.00",2024,2000
684SPH840S,"27,215.00",2001,2001
711S0XA31S,"19,152.00",2001,2001
910198900S,"11,467.00",2400,2400
910GBG850S,"27,645.00",2160,2160
910SCC900S,"21,633.00","16,040","13,960"
910SFN850S,"10,044.00",2285,2265
910SRC900S,"12,249.00",2222,2201
910SRY900S,"11,700.00",2522,2414
910SRY970S,"23,293.00",2177,2164
910SST940S,"10,324.00",2130,2125
910STC900S,"27,634.00","11,340","9,540"
910STN700S,"21,615.00",2935,2920
910STR940S,"21,801.00",2218,2192
910STRA00S,"12,557.00",2280,2210
910STRA20S,"24,541.00",2081,2081
910STRA40S,"27,474.00",2015,2015
910SVE860S,"25,867.00",2391,2304
910SVE900S,"26,274.00","6,305","5,669"
910SVH760S,"28,776.00",2170,2170
910SVH850S,"27,575.00",2263,2263
910SVN900S,"19,073.00","3,750","3,660"
910SWA940S,"29,943.00","3,980","3,805"
910SWH760S,"25,803.00",2020,2020
910SWH970S,"12,050.00",2060,2025
910SZJ900S,"10,834.00",2010,2005
920SRY860S,"14,113.00",2040,2040
920SRY900S,"24,888.00",2780,2710
920SRY970S,"22,122.00",2110,2104
920STP305S,"11,175.00",2405,2320
920SZN305S,"11,697.00",2033,2013
950SPH900S,"27,703.00",2265,2160
950SRY900S,"14,032.00",2315,2304
950STN700S,"19,919.00",2371,2326
950STN720S,"16,891.00",2020,2020
950SVE860S,"29,062.00",2067,2025
950SVE900S,"15,078.00","3,220",2750
950SWP900S,"13,135.00",2025,2010
240198770S,"27,920.00",2010,2010
241SCC900S,"10,998.00",2388,2335
241STC900S,"24,100.00",2019,2011
291GBG850S,"24,199.00","3,200",2840
291SFN850S,"14,338.00",2170,2150
291SRY930S,"18,806.00",2050,2000
291STC900S,"28,876.00",2538,2232
292GY1610S,"15,576.00",2040,2020
293SPS900S,"26,587.00",2325,2255
293STP900S,"23,538.00",2020,2020
293SVT900S,"11,299.00",2010,2010
300SFN850S,"13,173.00",2001,2001
300SRC910S,"15,742.00",2039,2039
300SRY960S,"10,816.00",2001,2001
300SRY970S,"23,258.00",2010,2003
300STN700S,"11,995.00",2011,2009
300STP890S,"29,232.00",2060,2050
300SVE860S,"10,245.00",2016,2016
300SVE900S,"13,848.00",2025,2024
300SVN900S,"15,912.00",2001,2000
300SVN970S,"26,695.00",2002,2002
300SZJ900S,"19,481.00",2004,2004
300SZN900S,"24,736.00",2004,2002
311SCC730S,"14,470.00",2211,2197
311SRY900S,"12,841.00",2017,2009
311SRY920S,"10,846.00",2117,2079
311SRY970S,"23,123.00",2074,2050
311SRY980S,"26,861.00",2113,2111
311SVN900S,"16,060.00",2070,2064
311SVN950S,"28,475.00",2010,2000
311SVN970S,"26,701.00",2040,2040
312STN700S,"14,822.00",2031,2030
312SVE860S,"27,642.00",2134,2113
312SVE900S,"29,427.00",2104,2080
312SVE930S,"20,387.00",2282,2277
313SVE860S,"15,012.00",2235,2184
317SFN880S,"25,245.00",2002,2000
317SRY970S,"17,326.00",2002,2002
317SST940S,"15,824.00",2013,2010
317SST950S,"20,076.00",2010,2000
317SVE900S,"12,046.00",2003,2003
317SVH900S,"27,686.00",2003,2001
317SVN900S,"18,068.00",2005,2000
318STP900S,"11,795.00",2564,2284
318STP950S,"28,809.00",2115,2093
18STP950ZS,"18,029.00",2145,2130
318SZN900S,"28,749.00",2036,2021
319SFN851S,"24,810.00",2005,2000
319SFN880S,"13,410.00",2001,2000
319SRP900S,"20,539.00",2012,2004
319SWP900S,"13,968.00",2002,2001
320SZJ900S,"24,582.00",2006,2006
340STR900S,"16,697.00",2386,2319
340STR940S,"25,142.00",2272,2216
340STRA00S,"18,748.00",2181,2161
340SVE860S,"25,111.00",2066,2051
340SVE900S,"24,680.00",2112,2076
340SVE930S,"23,455.00",2268,2234
345SZJ900S,"22,623.00",2003,2003
345MBT610S,"14,283.00",2240,2210
50198740HS,"12,032.00",2012,2014
350198770S,"18,511.00",2024,2024
350GBG850S,"21,513.00",2284,2044
50SCC900HS,"14,098.00",2010,2000
350SST900S,"18,851.00",2030,2030
350SST920S,"25,764.00",2022,2022
350SST940S,"26,814.00",2010,2010
350SST950S,"17,424.00",2028,2028
350STC900S,"13,541.00",2026,2022
350STCA20S,"13,831.00",2028,2024
350STR860S,"14,387.00",2008,2006
350STR940S,"27,626.00",2002,2000
350STRA00S,"25,961.00",2012,2012
350STRA20S,"18,405.00",2056,2048
350STRA40S,"10,272.00",2008,2008
350SVH760S,"11,126.00",2032,2032
350SVH900S,"15,237.00",2016,2010
350SWA830S,"13,628.00",2032,2030
350SWA910S,"21,428.00",2260,2256
350SWA940S,"24,013.00",2010,2010
350SWH900S,"21,646.00",2616,2570
350P11660S,"14,156.00",2026,2004
351STRA20S,"16,514.00",2005,2000
355SSTA10S,"21,573.00",2045,2045
355STC900S,"11,301.00",2026,2018
355STCA20S,"27,786.00",2303,2203
355STR840S,"29,607.00",2041,2003
355STR900S,"29,643.00",2062,2045
355STRA00S,"27,969.00",2025,2015
355STRA21S,"12,857.00",2466,2438
355SVH760S,"16,411.00",2006,2003
355SWA830S,"25,870.00",2082,2050
355SWA940S,"20,797.00",2017,2000
355SWH760S,"25,757.00",2002,2000
355SWH970S,"15,414.00",2024,2024
355SZJ900S,"26,863.00",2027,2027
360SZJ900S,"17,025.00",2003,2003
421438000S,"29,632.00",2075,2050
421438670S,"23,736.00",2050,2030
421SZJ900S,"15,135.00",2010,2010
422SZJ900S,"16,173.00",2010,2010
442SFN850S,"17,523.00",2005,2000
442SRC900S,"11,671.00",2005,2005
600198770S,"24,855.00",2001,2000
600SCC942S,"26,078.00",2023,2018
600SCC944S,"10,857.00",2002,2002
600SFN880S,"11,528.00",2001,2001
600SRC900S,"24,576.00",2009,2009
600SRY901S,"17,028.00",2002,2002
600SSP901S,"10,502.00",2002,2001
600SWA930S,"29,667.00",2002,2000
600SWP901S,"22,058.00",2002,2000
600SZJ901S,"22,036.00",2001,2001
601SVE860S,"14,486.00",2005,2005
601SZJ900S,"11,879.00",2002,2002
602SRE850S,"19,307.00",2002,2002
604SZJ900S,"10,473.00",2010,2010
640SCC940S,"18,132.00",2173,2144
640SPH900S,"15,560.00",2010,2010
640STC900S,"19,649.00",2016,2000
640STN900S,"25,259.00",2002,2002
640STRA00S,"22,432.00",2016,2006
640SWP900S,"28,134.00",2002,2000
645SZN900S,"15,939.00",2010,2000
645MT4730S,"19,989.00",2940,2680
652SCC940S,"18,467.00",2020,2020
652SPH840S,"26,767.00",2178,2130
652STC900S,"22,454.00",2018,2006
652SWP900S,"21,343.00",2002,2000
653SPH840S,"15,859.00",2010,2010
653STC900S,"18,808.00",2022,2000
655SVE900S,"20,292.00",2005,2000
805SPH900S,"16,038.00",2021,2016
807SPH900S,"21,680.00",2006,2004
040SZJ900S,"12,043.00",2002,2002
050SZJ900S,"12,467.00",2002,2002
052SV0000S,"11,869.00",2040,2040
055SZJ900S,"17,699.00",2002,2002
0SZJ900ZAS,"20,460.00",2004,2004
0SZJ900ZBS,"21,992.00",2001,2001
0SZJ900ZCS,"21,714.00",2001,2001
0SZJ900ZDS,"10,337.00",2001,2001
0SZJ900ZES,"23,856.00",2001,2001
0SZJ900ZBS,"25,911.00",2001,2001
0SZJ900ZCS,"20,438.00",2001,2001
0SZJ900ZDS,"27,603.00",2001,2001
0SZJ900ZES,"13,335.00",2001,2001
510STP900S,"20,644.00",2001,2001
510SWP900S,"21,818.00",2002,2002
610SPH840S,"14,803.00",2012,2011
610SWP900S,"26,043.00",2002,2002
621STP900S,"18,667.00",2012,2000
625SPH840S,"26,600.00",2020,2020
631STP900S,"29,087.00",2011,2011
639GBC000S,"10,401.00",2010,2010
20S1010S,"17,410.00","5,095","4,715"
20S110S,"11,385.00",2580,2480
20S1110S,"25,726.00","5,740","5,610"
20S111S,"14,694.00","4,280","3,920"
20S1120S,"23,366.00",2265,2255
20S210S,"19,205.00","4,800","4,520"
20S211S,"12,238.00","10,750","10,490"
20S310S,"14,202.00",2554,2511
20S410S,"27,917.00","5,850","5,270"
20S411S,"16,464.00","7,350","6,970"
20S510S,"19,714.00","3,175",2889
20S600S,"13,540.00",2486,2276
20S710S,"22,361.00","8,720","8,480"
20S810S,"19,778.00","6,240","5,990"
20S910S,"12,851.00",993,714
200STP900S,"26,132.00",6,6
395GFC901S,"22,062.00",265,255
21S120HS,"16,186.00","3,252","2,088"
21S125HS,"20,852.00","1,260",102
21S130HS,"23,200.00","8,262","2,406"
21S135HS,"21,300.00","2,046",462
21S140S,"15,906.00",434,44
21S150S,"15,517.00",348,96
21S160S,"20,162.00","1,626","1,242"
21S170S,"19,876.00",172,145
21S180S,"26,639.00",946,902
21S190S,"27,729.00",305,235
21S200S,"26,139.00","1,414",97
21S201S,"25,697.00","1,518",438
21S210S,"21,503.00",38,34
21S211S,"28,249.00",36,36
21S220S,"11,245.00",111,104
21S230S,"14,234.00",209,196
21S240S,"29,061.00",308,19
21S250S,"24,368.00",62,38
21S260S,"23,560.00",68,66
21S270S,"15,803.00",23,22
21S280S,"22,909.00",89,88
100SCS650S,"20,603.00",20,0
100SEH900S,"29,324.00",13,0
100SPH900S,"10,265.00",2,0
00SRY900RS,"19,587.00",30,0
00STC902RS,"22,322.00",508,308
100STN900S,"21,453.00",50,46
100SVE860S,"16,030.00",13,3
102SPH901S,"27,671.00",57,32
105SPH900S,"26,435.00",29,4
109STP900S,"23,099.00",79,27
09SWP900SS,"28,377.00",2,0
110GN5910S,"27,782.00",7,0
110SPH900S,"27,460.00",57,36
110SST900S,"15,618.00",456,433
110SST940S,"23,437.00",60,44
110SWP900S,"23,152.00",2,0
113SWP900S,"12,133.00",2,0
115SPGT00S,"21,682.00",115,1
115SSP910S,"23,426.00",7,7
116SPGT00S,"29,141.00",40,0
120GN5910S,"29,140.00",4,4
